group_ann	original	description	in.heating_fuel	in.hvac_cooling_type	upgrade	shape_ts_cooling	shape_ts_heating	version
res_hvac_ann_25	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup	Propane	Central AC	4	res_cooling_ts_4	res_heating_ts_6	7/19/24
res_hvac_ann_25	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup	Fuel Oil	Central AC	4	res_cooling_ts_4	res_heating_ts_6	7/19/24
res_hvac_ann_26	Other fossil heating + AC	Other fossil heating + AC to GSHP	Other Fuel	Room AC	5	res_cooling_ts_5	res_heating_ts_7	7/19/24
res_hvac_ann_26	Other fossil heating + AC	Other fossil heating + AC to GSHP	Propane	Room AC	5	res_cooling_ts_5	res_heating_ts_7	7/19/24
res_hvac_ann_26	Other fossil heating + AC	Other fossil heating + AC to GSHP	Fuel Oil	Room AC	5	res_cooling_ts_5	res_heating_ts_7	7/19/24
res_hvac_ann_26	Other fossil heating + AC	Other fossil heating + AC to GSHP	Other Fuel	Central AC	5	res_cooling_ts_5	res_heating_ts_7	7/19/24
res_hvac_ann_26	Other fossil heating + AC	Other fossil heating + AC to GSHP	Propane	Central AC	5	res_cooling_ts_5	res_heating_ts_7	7/19/24
res_hvac_ann_26	Other fossil heating + AC	Other fossil heating + AC to GSHP	Fuel Oil	Central AC	5	res_cooling_ts_5	res_heating_ts_7	7/19/24
res_hvac_ann_27	Other fossil heating + AC	Other fossil heating + AC to ES ASHP + light env	Other Fuel	Room AC	6	res_cooling_ts_6	res_heating_ts_8	7/19/24
res_hvac_ann_27	Other fossil heating + AC	Other fossil heating + AC to ES ASHP + light env	Propane	Room AC	6	res_cooling_ts_6	res_heating_ts_8	7/19/24
res_hvac_ann_27	Other fossil heating + AC	Other fossil heating + AC to ES ASHP + light env	Fuel Oil	Room AC	6	res_cooling_ts_6	res_heating_ts_8	7/19/24
res_hvac_ann_27	Other fossil heating + AC	Other fossil heating + AC to ES ASHP + light env	Other Fuel	Central AC	6	res_cooling_ts_6	res_heating_ts_8	7/19/24
res_hvac_ann_27	Other fossil heating + AC	Other fossil heating + AC to ES ASHP + light env	Propane	Central AC	6	res_cooling_ts_6	res_heating_ts_8	7/19/24
res_hvac_ann_27	Other fossil heating + AC	Other fossil heating + AC to ES ASHP + light env	Fuel Oil	Central AC	6	res_cooling_ts_6	res_heating_ts_8	7/19/24
res_hvac_ann_28	Other fossil heating + AC	Other fossil heating + AC to high eff ASHP + light env	Other Fuel	Room AC	7	res_cooling_ts_7	res_heating_ts_9	7/19/24
res_hvac_ann_28	Other fossil heating + AC	Other fossil heating + AC to high eff ASHP + light env	Propane	Room AC	7	res_cooling_ts_7	res_heating_ts_9	7/19/24
res_hvac_ann_28	Other fossil heating + AC	Other fossil heating + AC to high eff ASHP + light env	Fuel Oil	Room AC	7	res_cooling_ts_7	res_heating_ts_9	7/19/24
res_hvac_ann_28	Other fossil heating + AC	Other fossil heating + AC to high eff ASHP + light env	Other Fuel	Central AC	7	res_cooling_ts_7	res_heating_ts_9	7/19/24
res_hvac_ann_28	Other fossil heating + AC	Other fossil heating + AC to high eff ASHP + light env	Propane	Central AC	7	res_cooling_ts_7	res_heating_ts_9	7/19/24
res_hvac_ann_28	Other fossil heating + AC	Other fossil heating + AC to high eff ASHP + light env	Fuel Oil	Central AC	7	res_cooling_ts_7	res_heating_ts_9	7/19/24
res_hvac_ann_29	Other fossil heating + AC	Other fossil heating + AC to ultra high eff ASHP + light env	Other Fuel	Room AC	8	res_cooling_ts_8	res_heating_ts_10	7/19/24
res_hvac_ann_29	Other fossil heating + AC	Other fossil heating + AC to ultra high eff ASHP + light env	Propane	Room AC	8	res_cooling_ts_8	res_heating_ts_10	7/19/24
res_hvac_ann_29	Other fossil heating + AC	Other fossil heating + AC to ultra high eff ASHP + light env	Fuel Oil	Room AC	8	res_cooling_ts_8	res_heating_ts_10	7/19/24
res_hvac_ann_29	Other fossil heating + AC	Other fossil heating + AC to ultra high eff ASHP + light env	Other Fuel	Central AC	8	res_cooling_ts_8	res_heating_ts_10	7/19/24
res_hvac_ann_29	Other fossil heating + AC	Other fossil heating + AC to ultra high eff ASHP + light env	Propane	Central AC	8	res_cooling_ts_8	res_heating_ts_10	7/19/24
res_hvac_ann_29	Other fossil heating + AC	Other fossil heating + AC to ultra high eff ASHP + light env	Fuel Oil	Central AC	8	res_cooling_ts_8	res_heating_ts_10	7/19/24
res_hvac_ann_3	ER heating + AC	ER heating + AC to high eff ASHP	Electricity	Central AC	2	res_cooling_ts_3	res_heating_ts_4	7/19/24
res_hvac_ann_3	ER heating + AC	ER heating + AC to high eff ASHP	Electricity	Room AC	2	res_cooling_ts_3	res_heating_ts_4	7/19/24
res_hvac_ann_30	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup + light env	Other Fuel	Room AC	9	res_cooling_ts_8	res_heating_ts_11	7/19/24
res_hvac_ann_30	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup + light env	Propane	Room AC	9	res_cooling_ts_8	res_heating_ts_11	7/19/24
res_hvac_ann_30	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup + light env	Fuel Oil	Room AC	9	res_cooling_ts_8	res_heating_ts_11	7/19/24
res_hvac_ann_30	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup + light env	Other Fuel	Central AC	9	res_cooling_ts_8	res_heating_ts_11	7/19/24
res_hvac_ann_30	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup + light env	Propane	Central AC	9	res_cooling_ts_8	res_heating_ts_11	7/19/24
res_hvac_ann_30	Other fossil heating + AC	Other fossil heating + AC to ES ASHP existing backup + light env	Fuel Oil	Central AC	9	res_cooling_ts_8	res_heating_ts_11	7/19/24
res_hvac_ann_31	Other fossil heating + AC	Other fossil heating + AC to GSHP + light env	Other Fuel	Room AC	10	res_cooling_ts_9	res_heating_ts_12	7/19/24
res_hvac_ann_31	Other fossil heating + AC	Other fossil heating + AC to GSHP + light env	Propane	Room AC	10	res_cooling_ts_9	res_heating_ts_12	7/19/24
res_hvac_ann_31	Other fossil heating + AC	Other fossil heating + AC to GSHP + light env	Fuel Oil	Room AC	10	res_cooling_ts_9	res_heating_ts_12	7/19/24
res_hvac_ann_31	Other fossil heating + AC	Other fossil heating + AC to GSHP + light env	Other Fuel	Central AC	10	res_cooling_ts_9	res_heating_ts_12	7/19/24
res_hvac_ann_31	Other fossil heating + AC	Other fossil heating + AC to GSHP + light env	Propane	Central AC	10	res_cooling_ts_9	res_heating_ts_12	7/19/24
res_hvac_ann_31	Other fossil heating + AC	Other fossil heating + AC to GSHP + light env	Fuel Oil	Central AC	10	res_cooling_ts_9	res_heating_ts_12	7/19/24
res_hvac_ann_32	HP heating	HP heating	Electricity	Non-Ducted Heat Pump	0	res_cooling_ts_2	res_heating_ts_3	7/19/24
res_hvac_ann_33	HP heating	HP heating to ES ASHP	Electricity	Non-Ducted Heat Pump	1	res_cooling_ts_2	res_heating_ts_3	7/19/24
